case,field,type,status,computed,reference,diff
NonDecreasing.0.0.1,zmq_id,scalar,IDENTICAL,0,0,
NonDecreasing.0.0.1,logginglevel,scalar,IDENTICAL,1,1,
NonDecreasing.0.0.1,echo,scalar,IDENTICAL,0,0,
NonDecreasing.0.0.1,ext_interface,scalar,IDENTICAL,1,1,
NonDecreasing.0.0.1,dt_out,scalar,IDENTICAL,0.10000000149011612,0.10000000149011612,
NonDecreasing.0.0.1,n_dt_out,scalar,IDENTICAL,1,1,
NonDecreasing.0.0.1,n_dt_zmq,scalar,IDENTICAL,10,10,
NonDecreasing.0.0.1,f_lpftype,scalar,IDENTICAL,1,1,
NonDecreasing.0.0.1,f_lpfcornerfreq,scalar,IDENTICAL,1.5708000000000000,1.5708000000000000,
NonDecreasing.0.0.1,f_lpfdamping,scalar,IDENTICAL,0.0000000000000000,0.0000000000000000,
NonDecreasing.0.0.1,f_numnotchfilts,scalar,IDENTICAL,0,0,
NonDecreasing.0.0.1,f_genspdnotch_n,scalar,IDENTICAL,0,0,
NonDecreasing.0.0.1,f_twrtopnotch_n,scalar,IDENTICAL,0,0,
NonDecreasing.0.0.1,f_notchfreqs,array,IDENTICAL,,,size=           1
NonDecreasing.0.0.1,f_notchbetanum,array,IDENTICAL,,,size=           1
NonDecreasing.0.0.1,f_notchbetaden,array,IDENTICAL,,,size=           1
NonDecreasing.0.0.1,f_sscornerfreq,scalar,IDENTICAL,0.62829999999999997,0.62829999999999997,
NonDecreasing.0.0.1,f_wecornerfreq,scalar,IDENTICAL,0.20943999999999999,0.20943999999999999,
NonDecreasing.0.0.1,f_flcornerfreq,array,IDENTICAL,,,size=           2
NonDecreasing.0.0.1,f_flhighpassfreq,scalar,IDENTICAL,1.0420000000000000E-002,1.0420000000000000E-002,
NonDecreasing.0.0.1,f_yawerr,scalar,IDENTICAL,0.17952000000000001,0.17952000000000001,
NonDecreasing.0.0.1,f_flpcornerfreq,array,IDENTICAL,,,size=           2
NonDecreasing.0.0.1,f_vsrefspdcornerfreq,scalar,IDENTICAL,0.20943999999999999,0.20943999999999999,
NonDecreasing.0.0.1,tra_mode,scalar,IDENTICAL,0,0,
NonDecreasing.0.0.1,tra_exclspeed,scalar,IDENTICAL,0.0000000000000000,0.0000000000000000,
NonDecreasing.0.0.1,tra_exclband,scalar,IDENTICAL,0.0000000000000000,0.0000000000000000,
NonDecreasing.0.0.1,tra_ratelimit,scalar,IDENTICAL,0.0000000000000000,0.0000000000000000,
NonDecreasing.0.0.1,td_mode,scalar,IDENTICAL,0,0,
NonDecreasing.0.0.1,fa_hpfcornerfreq,scalar,IDENTICAL,0.0000000000000000,0.0000000000000000,
NonDecreasing.0.0.1,fa_intsat,scalar,IDENTICAL,0.0000000000000000,0.0000000000000000,
NonDecreasing.0.0.1,fa_ki,scalar,IDENTICAL,0.0000000000000000,0.0000000000000000,
NonDecreasing.0.0.1,ipc_controlmode,scalar,IDENTICAL,0,0,
NonDecreasing.0.0.1,ipc_vramp,array,IDENTICAL,,,size=           2
NonDecreasing.0.0.1,ipc_intsat,scalar,IDENTICAL,0.29999999999999999,0.29999999999999999,
NonDecreasing.0.0.1,ipc_satmode,scalar,IDENTICAL,2,2,
NonDecreasing.0.0.1,ipc_kp,array,IDENTICAL,,,size=           2
NonDecreasing.0.0.1,ipc_ki,array,IDENTICAL,,,size=           2
NonDecreasing.0.0.1,ipc_azioffset,array,IDENTICAL,,,size=           2
NonDecreasing.0.0.1,ipc_cornerfreqact,scalar,IDENTICAL,0.0000000000000000,0.0000000000000000,
NonDecreasing.0.0.1,pc_controlmode,scalar,IDENTICAL,1,1,
NonDecreasing.0.0.1,pc_gs_n,scalar,IDENTICAL,30,30,
NonDecreasing.0.0.1,pc_gs_angles,array,IDENTICAL,,,size=          30
NonDecreasing.0.0.1,pc_gs_kp,array,IDENTICAL,,,size=          30
NonDecreasing.0.0.1,pc_gs_ki,array,IDENTICAL,,,size=          30
